,date,cell_num,nr_people,hours,minutes
2031342,2017-07-20,493-1264,26.0,17.0,45.0
2031563,2017-07-20,493-1264,26.0,18.0,0.0
2031784,2017-07-20,493-1264,27.0,18.0,15.0
2032005,2017-07-20,493-1264,27.0,18.0,30.0
2032226,2017-07-20,493-1264,26.0,18.0,45.0
2032447,2017-07-20,493-1264,26.0,19.0,0.0
2032668,2017-07-20,493-1264,25.0,19.0,15.0
2032889,2017-07-20,493-1264,25.0,19.0,30.0
2033110,2017-07-20,493-1264,24.0,19.0,45.0
2033331,2017-07-20,493-1264,23.0,20.0,0.0
2033552,2017-07-20,493-1264,23.0,20.0,15.0
2033773,2017-07-20,493-1264,22.0,20.0,30.0
2033994,2017-07-20,493-1264,22.0,20.0,45.0
2034215,2017-07-20,493-1264,22.0,21.0,0.0
2034436,2017-07-20,493-1264,22.0,21.0,15.0
2034657,2017-07-20,493-1264,21.0,21.0,30.0
2034878,2017-07-20,493-1264,21.0,21.0,45.0
2035099,2017-07-20,493-1264,21.0,22.0,0.0
2035320,2017-07-20,493-1264,21.0,22.0,15.0
2035541,2017-07-20,493-1264,21.0,22.0,30.0
2035762,2017-07-20,493-1264,21.0,22.0,45.0
2035983,2017-07-20,493-1264,21.0,23.0,0.0
2036204,2017-07-20,493-1264,21.0,23.0,15.0
2036425,2017-07-20,493-1264,20.0,23.0,30.0
2036646,2017-07-20,493-1264,21.0,23.0,45.0
2036867,2017-07-21,493-1264,20.0,0.0,0.0
2037088,2017-07-21,493-1264,20.0,0.0,15.0
2037309,2017-07-21,493-1264,19.0,0.0,30.0
2037530,2017-07-21,493-1264,19.0,0.0,45.0
2037751,2017-07-21,493-1264,19.0,1.0,0.0
2037972,2017-07-21,493-1264,19.0,1.0,15.0
2038193,2017-07-21,493-1264,18.0,1.0,30.0
2038414,2017-07-21,493-1264,18.0,1.0,45.0
2038635,2017-07-21,493-1264,18.0,2.0,0.0
2038856,2017-07-21,493-1264,18.0,2.0,15.0
2039077,2017-07-21,493-1264,17.0,2.0,30.0
2039298,2017-07-21,493-1264,17.0,2.0,45.0
2039519,2017-07-21,493-1264,17.0,3.0,0.0
2039740,2017-07-21,493-1264,17.0,3.0,15.0
2039961,2017-07-21,493-1264,17.0,3.0,30.0
2040182,2017-07-21,493-1264,17.0,3.0,45.0
2040403,2017-07-21,493-1264,17.0,4.0,0.0
2040624,2017-07-21,493-1264,16.0,4.0,15.0
2040845,2017-07-21,493-1264,16.0,4.0,30.0
2041066,2017-07-21,493-1264,17.0,4.0,45.0
2041287,2017-07-21,493-1264,17.0,5.0,0.0
2041508,2017-07-21,493-1264,17.0,5.0,15.0
2041729,2017-07-21,493-1264,18.0,5.0,30.0
2041950,2017-07-21,493-1264,18.0,5.0,45.0
2042171,2017-07-21,493-1264,18.0,6.0,0.0
2042392,2017-07-21,493-1264,18.0,6.0,15.0
2042613,2017-07-21,493-1264,18.0,6.0,30.0
2042834,2017-07-21,493-1264,18.0,6.0,45.0
2043055,2017-07-21,493-1264,19.0,7.0,0.0
2043276,2017-07-21,493-1264,20.0,7.0,15.0
2043497,2017-07-21,493-1264,20.0,7.0,30.0
2043718,2017-07-21,493-1264,21.0,7.0,45.0
2043939,2017-07-21,493-1264,21.0,8.0,0.0
2044160,2017-07-21,493-1264,21.0,8.0,15.0
2044381,2017-07-21,493-1264,21.0,8.0,30.0
2044602,2017-07-21,493-1264,22.0,8.0,45.0
2044823,2017-07-21,493-1264,23.0,9.0,0.0
2045044,2017-07-21,493-1264,23.0,9.0,15.0
2045265,2017-07-21,493-1264,24.0,9.0,30.0
2045486,2017-07-21,493-1264,24.0,9.0,45.0
2045707,2017-07-21,493-1264,24.0,10.0,0.0
2045928,2017-07-21,493-1264,24.0,10.0,15.0
2046149,2017-07-21,493-1264,24.0,10.0,30.0
2046370,2017-07-21,493-1264,24.0,10.0,45.0
2046591,2017-07-21,493-1264,23.0,11.0,0.0
2046812,2017-07-21,493-1264,23.0,11.0,15.0
2047033,2017-07-21,493-1264,23.0,11.0,30.0
2047254,2017-07-21,493-1264,23.0,11.0,45.0
2047475,2017-07-21,493-1264,23.0,12.0,0.0
2047696,2017-07-21,493-1264,22.0,12.0,15.0
2047917,2017-07-21,493-1264,22.0,12.0,30.0
2048138,2017-07-21,493-1264,22.0,12.0,45.0
2048359,2017-07-21,493-1264,22.0,13.0,0.0
2048580,2017-07-21,493-1264,23.0,13.0,15.0
2048801,2017-07-21,493-1264,24.0,13.0,30.0
2049022,2017-07-21,493-1264,24.0,13.0,45.0
2049243,2017-07-21,493-1264,24.0,14.0,0.0
2049464,2017-07-21,493-1264,23.0,14.0,15.0
2049685,2017-07-21,493-1264,23.0,14.0,30.0
2049906,2017-07-21,493-1264,24.0,14.0,45.0
2050127,2017-07-21,493-1264,24.0,15.0,0.0
2050348,2017-07-21,493-1264,24.0,15.0,15.0
2050569,2017-07-21,493-1264,25.0,15.0,30.0
2050790,2017-07-21,493-1264,26.0,15.0,45.0
2051011,2017-07-21,493-1264,24.0,16.0,0.0
2051232,2017-07-21,493-1264,26.0,16.0,15.0
2051453,2017-07-21,493-1264,26.0,16.0,30.0
2051674,2017-07-21,493-1264,26.0,16.0,45.0
2051895,2017-07-21,493-1264,27.0,17.0,0.0
2052116,2017-07-21,493-1264,26.0,17.0,15.0
2052337,2017-07-21,493-1264,27.0,17.0,30.0
2052558,2017-07-21,493-1264,27.0,17.0,45.0
2052779,2017-07-21,493-1264,29.0,18.0,0.0
2053000,2017-07-21,493-1264,29.0,18.0,15.0
2053221,2017-07-21,493-1264,28.0,18.0,30.0
2053442,2017-07-21,493-1264,28.0,18.0,45.0
2053663,2017-07-21,493-1264,27.0,19.0,0.0
2053884,2017-07-21,493-1264,27.0,19.0,15.0
2054105,2017-07-21,493-1264,28.0,19.0,30.0
2054326,2017-07-21,493-1264,27.0,19.0,45.0
2054547,2017-07-21,493-1264,26.0,20.0,0.0
2054768,2017-07-21,493-1264,26.0,20.0,15.0
2054989,2017-07-21,493-1264,26.0,20.0,30.0
2055210,2017-07-21,493-1264,26.0,20.0,45.0
2055431,2017-07-21,493-1264,24.0,21.0,0.0
2055652,2017-07-21,493-1264,24.0,21.0,15.0
2055873,2017-07-21,493-1264,23.0,21.0,30.0
2056094,2017-07-21,493-1264,23.0,21.0,45.0
2056315,2017-07-21,493-1264,23.0,22.0,0.0
2056536,2017-07-21,493-1264,22.0,22.0,15.0
2056757,2017-07-21,493-1264,22.0,22.0,30.0
2056978,2017-07-21,493-1264,23.0,22.0,45.0
2057199,2017-07-21,493-1264,23.0,23.0,0.0
2057420,2017-07-21,493-1264,22.0,23.0,15.0
2057641,2017-07-21,493-1264,22.0,23.0,30.0
2057862,2017-07-21,493-1264,22.0,23.0,45.0
2058083,2017-07-22,493-1264,22.0,0.0,0.0
2058304,2017-07-22,493-1264,22.0,0.0,15.0
2058525,2017-07-22,493-1264,21.0,0.0,30.0
2058746,2017-07-22,493-1264,20.0,0.0,45.0
2058967,2017-07-22,493-1264,20.0,1.0,0.0
2059188,2017-07-22,493-1264,20.0,1.0,15.0
2059409,2017-07-22,493-1264,19.0,1.0,30.0
2059630,2017-07-22,493-1264,19.0,1.0,45.0
2059851,2017-07-22,493-1264,19.0,2.0,0.0
2060072,2017-07-22,493-1264,18.0,2.0,15.0
2060293,2017-07-22,493-1264,18.0,2.0,30.0
2060514,2017-07-22,493-1264,18.0,2.0,45.0
2060735,2017-07-22,493-1264,18.0,3.0,0.0
2060956,2017-07-22,493-1264,18.0,3.0,15.0
2061177,2017-07-22,493-1264,18.0,3.0,30.0
2061398,2017-07-22,493-1264,18.0,3.0,45.0
2061619,2017-07-22,493-1264,17.0,4.0,0.0
2061840,2017-07-22,493-1264,17.0,4.0,15.0
2062061,2017-07-22,493-1264,17.0,4.0,30.0
2062282,2017-07-22,493-1264,18.0,4.0,45.0
2062503,2017-07-22,493-1264,18.0,5.0,0.0
2062724,2017-07-22,493-1264,19.0,5.0,15.0
2062945,2017-07-22,493-1264,19.0,5.0,30.0
2063166,2017-07-22,493-1264,18.0,5.0,45.0
2063387,2017-07-22,493-1264,18.0,6.0,0.0
2063608,2017-07-22,493-1264,18.0,6.0,15.0
2063829,2017-07-22,493-1264,18.0,6.0,30.0
2064050,2017-07-22,493-1264,18.0,6.0,45.0
2064271,2017-07-22,493-1264,18.0,7.0,0.0
2064492,2017-07-22,493-1264,18.0,7.0,15.0
2064713,2017-07-22,493-1264,19.0,7.0,30.0
2064934,2017-07-22,493-1264,20.0,7.0,45.0
2065155,2017-07-22,493-1264,20.0,8.0,0.0
2065376,2017-07-22,493-1264,20.0,8.0,15.0
2065597,2017-07-22,493-1264,20.0,8.0,30.0
2065818,2017-07-22,493-1264,20.0,8.0,45.0
2066039,2017-07-22,493-1264,21.0,9.0,0.0
2066260,2017-07-22,493-1264,21.0,9.0,15.0
2066481,2017-07-22,493-1264,21.0,9.0,30.0
2066702,2017-07-22,493-1264,24.0,9.0,45.0
2066923,2017-07-22,493-1264,24.0,10.0,0.0
2067144,2017-07-22,493-1264,25.0,10.0,15.0
2067365,2017-07-22,493-1264,24.0,10.0,30.0
2067586,2017-07-22,493-1264,23.0,10.0,45.0
2067807,2017-07-22,493-1264,23.0,11.0,0.0
2068028,2017-07-22,493-1264,23.0,11.0,15.0
2068249,2017-07-22,493-1264,22.0,11.0,30.0
2068470,2017-07-22,493-1264,22.0,11.0,45.0
2068691,2017-07-22,493-1264,22.0,12.0,0.0
2068912,2017-07-22,493-1264,22.0,12.0,15.0
2069133,2017-07-22,493-1264,22.0,12.0,30.0
2069354,2017-07-22,493-1264,22.0,12.0,45.0
2069575,2017-07-22,493-1264,21.0,13.0,0.0
2069796,2017-07-22,493-1264,22.0,13.0,15.0
2070017,2017-07-22,493-1264,22.0,13.0,30.0
2070238,2017-07-22,493-1264,23.0,13.0,45.0
2070459,2017-07-22,493-1264,24.0,14.0,0.0
2070680,2017-07-22,493-1264,24.0,14.0,15.0
2070901,2017-07-22,493-1264,23.0,14.0,30.0
2071122,2017-07-22,493-1264,23.0,14.0,45.0
2071343,2017-07-22,493-1264,23.0,15.0,0.0
2071564,2017-07-22,493-1264,23.0,15.0,15.0
2071785,2017-07-22,493-1264,22.0,15.0,30.0
2072006,2017-07-22,493-1264,22.0,15.0,45.0
2072227,2017-07-22,493-1264,22.0,16.0,0.0
2072448,2017-07-22,493-1264,22.0,16.0,15.0
2072669,2017-07-22,493-1264,22.0,16.0,30.0
2072890,2017-07-22,493-1264,22.0,16.0,45.0
2073111,2017-07-22,493-1264,22.0,17.0,0.0
2073332,2017-07-22,493-1264,22.0,17.0,15.0
2073553,2017-07-22,493-1264,22.0,17.0,30.0
2073774,2017-07-22,493-1264,21.0,17.0,45.0
2073995,2017-07-22,493-1264,22.0,18.0,0.0
2074216,2017-07-22,493-1264,21.0,18.0,15.0
2074437,2017-07-22,493-1264,21.0,18.0,30.0
2074658,2017-07-22,493-1264,22.0,18.0,45.0
2074879,2017-07-22,493-1264,22.0,19.0,0.0
2075100,2017-07-22,493-1264,22.0,19.0,15.0
2075321,2017-07-22,493-1264,22.0,19.0,30.0
2075542,2017-07-22,493-1264,21.0,19.0,45.0
2075763,2017-07-22,493-1264,21.0,20.0,0.0
2075984,2017-07-22,493-1264,21.0,20.0,15.0
2076205,2017-07-22,493-1264,21.0,20.0,30.0
2076426,2017-07-22,493-1264,20.0,20.0,45.0
2076647,2017-07-22,493-1264,20.0,21.0,0.0
2076868,2017-07-22,493-1264,20.0,21.0,15.0
2077089,2017-07-22,493-1264,20.0,21.0,30.0
2077310,2017-07-22,493-1264,20.0,21.0,45.0
2077531,2017-07-22,493-1264,19.0,22.0,0.0
2077752,2017-07-22,493-1264,19.0,22.0,15.0
2077973,2017-07-22,493-1264,19.0,22.0,30.0
2078194,2017-07-22,493-1264,19.0,22.0,45.0
2078415,2017-07-22,493-1264,19.0,23.0,0.0
2078636,2017-07-22,493-1264,19.0,23.0,15.0
2078857,2017-07-22,493-1264,19.0,23.0,30.0
2079078,2017-07-22,493-1264,19.0,23.0,45.0
2079299,2017-07-23,493-1264,19.0,0.0,0.0
2079520,2017-07-23,493-1264,19.0,0.0,15.0
2079741,2017-07-23,493-1264,19.0,0.0,30.0
2079962,2017-07-23,493-1264,19.0,0.0,45.0
2080183,2017-07-23,493-1264,19.0,1.0,0.0
2080404,2017-07-23,493-1264,18.0,1.0,15.0
2080625,2017-07-23,493-1264,17.0,1.0,30.0
2080846,2017-07-23,493-1264,17.0,1.0,45.0
2081067,2017-07-23,493-1264,17.0,2.0,0.0
2081288,2017-07-23,493-1264,17.0,2.0,15.0
2081509,2017-07-23,493-1264,16.0,2.0,30.0
2081730,2017-07-23,493-1264,16.0,2.0,45.0
2081951,2017-07-23,493-1264,16.0,3.0,0.0
2082172,2017-07-23,493-1264,16.0,3.0,15.0
2082393,2017-07-23,493-1264,16.0,3.0,30.0
2082614,2017-07-23,493-1264,16.0,3.0,45.0
2082835,2017-07-23,493-1264,16.0,4.0,0.0
2083056,2017-07-23,493-1264,16.0,4.0,15.0
2083277,2017-07-23,493-1264,16.0,4.0,30.0
2083498,2017-07-23,493-1264,16.0,4.0,45.0
2083719,2017-07-23,493-1264,16.0,5.0,0.0
2083940,2017-07-23,493-1264,16.0,5.0,15.0
2084161,2017-07-23,493-1264,16.0,5.0,30.0
2084382,2017-07-23,493-1264,16.0,5.0,45.0
2084603,2017-07-23,493-1264,16.0,6.0,0.0
2084824,2017-07-23,493-1264,16.0,6.0,15.0
2085045,2017-07-23,493-1264,16.0,6.0,30.0
2085266,2017-07-23,493-1264,16.0,6.0,45.0
2085487,2017-07-23,493-1264,16.0,7.0,0.0
2085708,2017-07-23,493-1264,16.0,7.0,15.0
2085929,2017-07-23,493-1264,15.0,7.0,30.0
2086150,2017-07-23,493-1264,15.0,7.0,45.0
2086371,2017-07-23,493-1264,16.0,8.0,0.0
2086592,2017-07-23,493-1264,17.0,8.0,15.0
2086813,2017-07-23,493-1264,17.0,8.0,30.0
2087034,2017-07-23,493-1264,17.0,8.0,45.0
2087255,2017-07-23,493-1264,17.0,9.0,0.0
2087476,2017-07-23,493-1264,18.0,9.0,15.0
2087697,2017-07-23,493-1264,18.0,9.0,30.0
2087918,2017-07-23,493-1264,18.0,9.0,45.0
2088139,2017-07-23,493-1264,19.0,10.0,0.0
2088360,2017-07-23,493-1264,19.0,10.0,15.0
2088581,2017-07-23,493-1264,20.0,10.0,30.0
2088802,2017-07-23,493-1264,20.0,10.0,45.0
2089023,2017-07-23,493-1264,20.0,11.0,0.0
2089244,2017-07-23,493-1264,20.0,11.0,15.0
2089465,2017-07-23,493-1264,20.0,11.0,30.0
2089686,2017-07-23,493-1264,19.0,11.0,45.0
2089907,2017-07-23,493-1264,18.0,12.0,0.0
2090128,2017-07-23,493-1264,19.0,12.0,15.0
2090349,2017-07-23,493-1264,18.0,12.0,30.0
2090570,2017-07-23,493-1264,18.0,12.0,45.0
2090791,2017-07-23,493-1264,18.0,13.0,0.0
2091012,2017-07-23,493-1264,18.0,13.0,15.0
2091233,2017-07-23,493-1264,19.0,13.0,30.0
2091454,2017-07-23,493-1264,19.0,13.0,45.0
2091675,2017-07-23,493-1264,20.0,14.0,0.0
2091896,2017-07-23,493-1264,19.0,14.0,15.0
2092117,2017-07-23,493-1264,19.0,14.0,30.0
2092338,2017-07-23,493-1264,19.0,14.0,45.0
2092559,2017-07-23,493-1264,19.0,15.0,0.0
2092780,2017-07-23,493-1264,20.0,15.0,15.0
2093001,2017-07-23,493-1264,19.0,15.0,30.0
2093222,2017-07-23,493-1264,19.0,15.0,45.0
2093443,2017-07-23,493-1264,19.0,16.0,0.0
2093664,2017-07-23,493-1264,19.0,16.0,15.0
2093885,2017-07-23,493-1264,20.0,16.0,30.0
2094106,2017-07-23,493-1264,20.0,16.0,45.0
2094327,2017-07-23,493-1264,20.0,17.0,0.0
2094548,2017-07-23,493-1264,20.0,17.0,15.0
2094769,2017-07-23,493-1264,21.0,17.0,30.0
2094990,2017-07-23,493-1264,21.0,17.0,45.0
2095211,2017-07-23,493-1264,21.0,18.0,0.0
2095432,2017-07-23,493-1264,21.0,18.0,15.0
2095653,2017-07-23,493-1264,21.0,18.0,30.0
2095874,2017-07-23,493-1264,21.0,18.0,45.0
2096095,2017-07-23,493-1264,20.0,19.0,0.0
2096316,2017-07-23,493-1264,20.0,19.0,15.0
2096537,2017-07-23,493-1264,20.0,19.0,30.0
2096758,2017-07-23,493-1264,19.0,19.0,45.0
2096979,2017-07-23,493-1264,20.0,20.0,0.0
2097200,2017-07-23,493-1264,20.0,20.0,15.0
2097421,2017-07-23,493-1264,20.0,20.0,30.0
2097642,2017-07-23,493-1264,20.0,20.0,45.0
2097863,2017-07-23,493-1264,20.0,21.0,0.0
2098084,2017-07-23,493-1264,20.0,21.0,15.0
2098305,2017-07-23,493-1264,20.0,21.0,30.0
2098526,2017-07-23,493-1264,20.0,21.0,45.0
2098747,2017-07-23,493-1264,19.0,22.0,0.0
2098968,2017-07-23,493-1264,19.0,22.0,15.0
2099189,2017-07-23,493-1264,19.0,22.0,30.0
2099410,2017-07-23,493-1264,18.0,22.0,45.0
2099631,2017-07-23,493-1264,18.0,23.0,0.0
2099852,2017-07-23,493-1264,18.0,23.0,15.0
2100073,2017-07-23,493-1264,18.0,23.0,30.0
2100294,2017-07-23,493-1264,19.0,23.0,45.0
2100515,2017-07-24,493-1264,20.0,0.0,0.0
2100736,2017-07-24,493-1264,20.0,0.0,15.0
2100957,2017-07-24,493-1264,20.0,0.0,30.0
2101178,2017-07-24,493-1264,18.0,0.0,45.0
2101399,2017-07-24,493-1264,18.0,1.0,0.0
2101620,2017-07-24,493-1264,18.0,1.0,15.0
2101841,2017-07-24,493-1264,17.0,1.0,30.0
2102062,2017-07-24,493-1264,17.0,1.0,45.0
2102283,2017-07-24,493-1264,17.0,2.0,0.0
2102504,2017-07-24,493-1264,17.0,2.0,15.0
2102725,2017-07-24,493-1264,16.0,2.0,30.0
2102946,2017-07-24,493-1264,16.0,2.0,45.0
2103167,2017-07-24,493-1264,17.0,3.0,0.0
2103388,2017-07-24,493-1264,17.0,3.0,15.0
2103609,2017-07-24,493-1264,17.0,3.0,30.0
2103830,2017-07-24,493-1264,17.0,3.0,45.0
2104051,2017-07-24,493-1264,17.0,4.0,0.0
2104272,2017-07-24,493-1264,17.0,4.0,15.0
2104493,2017-07-24,493-1264,17.0,4.0,30.0
2104714,2017-07-24,493-1264,17.0,4.0,45.0
2104935,2017-07-24,493-1264,17.0,5.0,0.0
2105156,2017-07-24,493-1264,17.0,5.0,15.0
2105377,2017-07-24,493-1264,18.0,5.0,30.0
2105598,2017-07-24,493-1264,18.0,5.0,45.0
2105819,2017-07-24,493-1264,18.0,6.0,0.0
2106040,2017-07-24,493-1264,18.0,6.0,15.0
2106261,2017-07-24,493-1264,17.0,6.0,30.0
2106482,2017-07-24,493-1264,18.0,6.0,45.0
2106703,2017-07-24,493-1264,18.0,7.0,0.0
2106924,2017-07-24,493-1264,20.0,7.0,15.0
2107145,2017-07-24,493-1264,20.0,7.0,30.0
2107366,2017-07-24,493-1264,21.0,7.0,45.0
2107587,2017-07-24,493-1264,22.0,8.0,0.0
2107808,2017-07-24,493-1264,23.0,8.0,15.0
2108029,2017-07-24,493-1264,22.0,8.0,30.0
2108250,2017-07-24,493-1264,23.0,8.0,45.0
2108471,2017-07-24,493-1264,23.0,9.0,0.0
2108692,2017-07-24,493-1264,23.0,9.0,15.0
2108913,2017-07-24,493-1264,23.0,9.0,30.0
2109134,2017-07-24,493-1264,24.0,9.0,45.0
2109355,2017-07-24,493-1264,23.0,10.0,0.0
2109576,2017-07-24,493-1264,23.0,10.0,15.0
2109797,2017-07-24,493-1264,21.0,10.0,30.0
2110018,2017-07-24,493-1264,20.0,10.0,45.0
2110239,2017-07-24,493-1264,22.0,11.0,0.0
2110460,2017-07-24,493-1264,22.0,11.0,15.0
2110681,2017-07-24,493-1264,23.0,11.0,30.0
2110902,2017-07-24,493-1264,23.0,11.0,45.0
2111123,2017-07-24,493-1264,23.0,12.0,0.0
2111344,2017-07-24,493-1264,23.0,12.0,15.0
2111565,2017-07-24,493-1264,23.0,12.0,30.0
2111786,2017-07-24,493-1264,23.0,12.0,45.0
2112007,2017-07-24,493-1264,24.0,13.0,0.0
2112228,2017-07-24,493-1264,24.0,13.0,15.0
2112449,2017-07-24,493-1264,23.0,13.0,30.0
2112670,2017-07-24,493-1264,23.0,13.0,45.0
2112891,2017-07-24,493-1264,24.0,14.0,0.0
2113112,2017-07-24,493-1264,24.0,14.0,15.0
2113333,2017-07-24,493-1264,24.0,14.0,30.0
2113554,2017-07-24,493-1264,24.0,14.0,45.0
2113775,2017-07-24,493-1264,24.0,15.0,0.0
2113996,2017-07-24,493-1264,24.0,15.0,15.0
2114217,2017-07-24,493-1264,26.0,15.0,30.0
2114438,2017-07-24,493-1264,26.0,15.0,45.0
2114659,2017-07-24,493-1264,26.0,16.0,0.0
2114880,2017-07-24,493-1264,25.0,16.0,15.0
2115101,2017-07-24,493-1264,26.0,16.0,30.0
2115322,2017-07-24,493-1264,25.0,16.0,45.0
2115543,2017-07-24,493-1264,26.0,17.0,0.0
2115764,2017-07-24,493-1264,27.0,17.0,15.0
2115985,2017-07-24,493-1264,26.0,17.0,30.0
2116206,2017-07-24,493-1264,26.0,17.0,45.0
2116427,2017-07-24,493-1264,26.0,18.0,0.0
2116648,2017-07-24,493-1264,26.0,18.0,15.0
2116869,2017-07-24,493-1264,25.0,18.0,30.0
2117090,2017-07-24,493-1264,25.0,18.0,45.0
2117311,2017-07-24,493-1264,24.0,19.0,0.0
2117532,2017-07-24,493-1264,24.0,19.0,15.0
2117753,2017-07-24,493-1264,24.0,19.0,30.0
2117974,2017-07-24,493-1264,23.0,19.0,45.0
2118195,2017-07-24,493-1264,23.0,20.0,0.0
2118416,2017-07-24,493-1264,23.0,20.0,15.0
2118637,2017-07-24,493-1264,23.0,20.0,30.0
2118858,2017-07-24,493-1264,22.0,20.0,45.0
2119079,2017-07-24,493-1264,22.0,21.0,0.0
2119300,2017-07-24,493-1264,21.0,21.0,15.0
2119521,2017-07-24,493-1264,21.0,21.0,30.0
2119742,2017-07-24,493-1264,21.0,21.0,45.0
2119963,2017-07-24,493-1264,22.0,22.0,0.0
2120184,2017-07-24,493-1264,22.0,22.0,15.0
2120405,2017-07-24,493-1264,21.0,22.0,30.0
2120626,2017-07-24,493-1264,21.0,22.0,45.0
2120847,2017-07-24,493-1264,21.0,23.0,0.0
2121068,2017-07-24,493-1264,21.0,23.0,15.0
2121289,2017-07-24,493-1264,21.0,23.0,30.0
2121510,2017-07-24,493-1264,21.0,23.0,45.0
2121731,2017-07-25,493-1264,21.0,0.0,0.0
2121952,2017-07-25,493-1264,22.0,0.0,15.0
2122173,2017-07-25,493-1264,21.0,0.0,30.0
2122394,2017-07-25,493-1264,20.0,0.0,45.0
2122615,2017-07-25,493-1264,20.0,1.0,0.0
2122836,2017-07-25,493-1264,19.0,1.0,15.0
2123057,2017-07-25,493-1264,18.0,1.0,30.0
2123278,2017-07-25,493-1264,18.0,1.0,45.0
2123499,2017-07-25,493-1264,18.0,2.0,0.0
2123720,2017-07-25,493-1264,17.0,2.0,15.0
2123941,2017-07-25,493-1264,18.0,2.0,30.0
2124162,2017-07-25,493-1264,17.0,2.0,45.0
2124383,2017-07-25,493-1264,17.0,3.0,0.0
2124604,2017-07-25,493-1264,17.0,3.0,15.0
2124825,2017-07-25,493-1264,17.0,3.0,30.0
2125046,2017-07-25,493-1264,17.0,3.0,45.0
2125267,2017-07-25,493-1264,16.0,4.0,0.0
2125488,2017-07-25,493-1264,16.0,4.0,15.0
2125709,2017-07-25,493-1264,16.0,4.0,30.0
2125930,2017-07-25,493-1264,16.0,4.0,45.0
2126151,2017-07-25,493-1264,17.0,5.0,0.0
2126372,2017-07-25,493-1264,17.0,5.0,15.0
2126593,2017-07-25,493-1264,17.0,5.0,30.0
2126814,2017-07-25,493-1264,17.0,5.0,45.0
2127035,2017-07-25,493-1264,17.0,6.0,0.0
2127256,2017-07-25,493-1264,17.0,6.0,15.0
2127477,2017-07-25,493-1264,17.0,6.0,30.0
2127698,2017-07-25,493-1264,18.0,6.0,45.0
2127919,2017-07-25,493-1264,18.0,7.0,0.0
2128140,2017-07-25,493-1264,18.0,7.0,15.0
2128361,2017-07-25,493-1264,19.0,7.0,30.0
2128582,2017-07-25,493-1264,19.0,7.0,45.0
2128803,2017-07-25,493-1264,20.0,8.0,0.0
2129024,2017-07-25,493-1264,21.0,8.0,15.0
2129245,2017-07-25,493-1264,21.0,8.0,30.0
2129466,2017-07-25,493-1264,22.0,8.0,45.0
2129687,2017-07-25,493-1264,22.0,9.0,0.0
2129908,2017-07-25,493-1264,24.0,9.0,15.0
2130129,2017-07-25,493-1264,23.0,9.0,30.0
2130350,2017-07-25,493-1264,23.0,9.0,45.0
2130571,2017-07-25,493-1264,21.0,10.0,0.0
2130792,2017-07-25,493-1264,22.0,10.0,15.0
2131013,2017-07-25,493-1264,22.0,10.0,30.0
2131234,2017-07-25,493-1264,22.0,10.0,45.0
2131455,2017-07-25,493-1264,22.0,11.0,0.0
2131676,2017-07-25,493-1264,23.0,11.0,15.0
2131897,2017-07-25,493-1264,23.0,11.0,30.0
2132118,2017-07-25,493-1264,23.0,11.0,45.0
2132339,2017-07-25,493-1264,23.0,12.0,0.0
2132560,2017-07-25,493-1264,22.0,12.0,15.0
2132781,2017-07-25,493-1264,22.0,12.0,30.0
2133002,2017-07-25,493-1264,22.0,12.0,45.0
2133223,2017-07-25,493-1264,22.0,13.0,0.0
2133444,2017-07-25,493-1264,22.0,13.0,15.0
2133665,2017-07-25,493-1264,22.0,13.0,30.0
2133886,2017-07-25,493-1264,23.0,13.0,45.0
2134107,2017-07-25,493-1264,24.0,14.0,0.0
2134328,2017-07-25,493-1264,22.0,14.0,15.0
2134549,2017-07-25,493-1264,22.0,14.0,30.0
2134770,2017-07-25,493-1264,24.0,14.0,45.0
2134991,2017-07-25,493-1264,24.0,15.0,0.0
2135212,2017-07-25,493-1264,23.0,15.0,15.0
2135433,2017-07-25,493-1264,23.0,15.0,30.0
2135654,2017-07-25,493-1264,23.0,15.0,45.0
2135875,2017-07-25,493-1264,23.0,16.0,0.0
2136096,2017-07-25,493-1264,23.0,16.0,15.0
2136317,2017-07-25,493-1264,24.0,16.0,30.0
2136538,2017-07-25,493-1264,24.0,16.0,45.0
2136759,2017-07-25,493-1264,25.0,17.0,0.0
2136980,2017-07-25,493-1264,25.0,17.0,15.0
2137201,2017-07-25,493-1264,26.0,17.0,30.0
2137422,2017-07-25,493-1264,25.0,17.0,45.0
2137643,2017-07-25,493-1264,26.0,18.0,0.0
2137864,2017-07-25,493-1264,26.0,18.0,15.0
2138085,2017-07-25,493-1264,26.0,18.0,30.0
2138306,2017-07-25,493-1264,27.0,18.0,45.0
2138527,2017-07-25,493-1264,25.0,19.0,0.0
2138748,2017-07-25,493-1264,24.0,19.0,15.0
2138969,2017-07-25,493-1264,25.0,19.0,30.0
2139190,2017-07-25,493-1264,24.0,19.0,45.0
2139411,2017-07-25,493-1264,24.0,20.0,0.0
2139632,2017-07-25,493-1264,23.0,20.0,15.0
2139853,2017-07-25,493-1264,22.0,20.0,30.0
2140074,2017-07-25,493-1264,22.0,20.0,45.0
2140295,2017-07-25,493-1264,21.0,21.0,0.0
2140516,2017-07-25,493-1264,21.0,21.0,15.0
2140737,2017-07-25,493-1264,21.0,21.0,30.0
2140958,2017-07-25,493-1264,20.0,21.0,45.0
2141179,2017-07-25,493-1264,20.0,22.0,0.0
2141400,2017-07-25,493-1264,19.0,22.0,15.0
