,date,cell_num,nr_people,hours,minutes
625561,2017-05-15,493-1264,28.0,11.0,30.0
625782,2017-05-15,493-1264,29.0,11.0,45.0
626003,2017-05-15,493-1264,29.0,12.0,0.0
626224,2017-05-15,493-1264,30.0,12.0,15.0
626445,2017-05-15,493-1264,31.0,12.0,30.0
626666,2017-05-15,493-1264,32.0,12.0,45.0
626887,2017-05-15,493-1264,30.0,13.0,0.0
627108,2017-05-15,493-1264,31.0,13.0,15.0
627329,2017-05-15,493-1264,32.0,13.0,30.0
627550,2017-05-15,493-1264,34.0,13.0,45.0
627771,2017-05-15,493-1264,33.0,14.0,0.0
627992,2017-05-15,493-1264,32.0,14.0,15.0
628213,2017-05-15,493-1264,31.0,14.0,30.0
628434,2017-05-15,493-1264,31.0,14.0,45.0
628655,2017-05-15,493-1264,31.0,15.0,0.0
628876,2017-05-15,493-1264,33.0,15.0,15.0
629097,2017-05-15,493-1264,32.0,15.0,30.0
629318,2017-05-15,493-1264,32.0,15.0,45.0
629539,2017-05-15,493-1264,33.0,16.0,0.0
629760,2017-05-15,493-1264,32.0,16.0,15.0
629981,2017-05-15,493-1264,32.0,16.0,30.0
630202,2017-05-15,493-1264,32.0,16.0,45.0
630423,2017-05-15,493-1264,32.0,17.0,0.0
630644,2017-05-15,493-1264,32.0,17.0,15.0
630865,2017-05-15,493-1264,34.0,17.0,30.0
631086,2017-05-15,493-1264,35.0,17.0,45.0
631307,2017-05-15,493-1264,33.0,18.0,0.0
631528,2017-05-15,493-1264,34.0,18.0,15.0
631749,2017-05-15,493-1264,34.0,18.0,30.0
631970,2017-05-15,493-1264,33.0,18.0,45.0
632191,2017-05-15,493-1264,31.0,19.0,0.0
632412,2017-05-15,493-1264,31.0,19.0,15.0
632633,2017-05-15,493-1264,30.0,19.0,30.0
632854,2017-05-15,493-1264,31.0,19.0,45.0
633075,2017-05-15,493-1264,29.0,20.0,0.0
633296,2017-05-15,493-1264,30.0,20.0,15.0
633517,2017-05-15,493-1264,28.0,20.0,30.0
633738,2017-05-15,493-1264,29.0,20.0,45.0
633959,2017-05-15,493-1264,28.0,21.0,0.0
634180,2017-05-15,493-1264,28.0,21.0,15.0
634401,2017-05-15,493-1264,27.0,21.0,30.0
634622,2017-05-15,493-1264,26.0,21.0,45.0
634843,2017-05-15,493-1264,26.0,22.0,0.0
635064,2017-05-15,493-1264,26.0,22.0,15.0
635285,2017-05-15,493-1264,26.0,22.0,30.0
635506,2017-05-15,493-1264,26.0,22.0,45.0
635727,2017-05-15,493-1264,25.0,23.0,0.0
635948,2017-05-15,493-1264,25.0,23.0,15.0
636169,2017-05-15,493-1264,25.0,23.0,30.0
636390,2017-05-15,493-1264,25.0,23.0,45.0
636611,2017-05-16,493-1264,24.0,0.0,0.0
636832,2017-05-16,493-1264,24.0,0.0,15.0
637053,2017-05-16,493-1264,23.0,0.0,30.0
637274,2017-05-16,493-1264,23.0,0.0,45.0
637495,2017-05-16,493-1264,22.0,1.0,0.0
637716,2017-05-16,493-1264,22.0,1.0,15.0
637937,2017-05-16,493-1264,21.0,1.0,30.0
638158,2017-05-16,493-1264,21.0,1.0,45.0
638379,2017-05-16,493-1264,21.0,2.0,0.0
638600,2017-05-16,493-1264,20.0,2.0,15.0
638821,2017-05-16,493-1264,20.0,2.0,30.0
639042,2017-05-16,493-1264,20.0,2.0,45.0
639263,2017-05-16,493-1264,20.0,3.0,0.0
639484,2017-05-16,493-1264,19.0,3.0,15.0
639705,2017-05-16,493-1264,19.0,3.0,30.0
639926,2017-05-16,493-1264,19.0,3.0,45.0
640147,2017-05-16,493-1264,19.0,4.0,0.0
640368,2017-05-16,493-1264,19.0,4.0,15.0
640589,2017-05-16,493-1264,19.0,4.0,30.0
640810,2017-05-16,493-1264,19.0,4.0,45.0
641031,2017-05-16,493-1264,19.0,5.0,0.0
641252,2017-05-16,493-1264,19.0,5.0,15.0
641473,2017-05-16,493-1264,19.0,5.0,30.0
641694,2017-05-16,493-1264,20.0,5.0,45.0
641915,2017-05-16,493-1264,20.0,6.0,0.0
642136,2017-05-16,493-1264,20.0,6.0,15.0
642357,2017-05-16,493-1264,20.0,6.0,30.0
642578,2017-05-16,493-1264,20.0,6.0,45.0
642799,2017-05-16,493-1264,21.0,7.0,0.0
643020,2017-05-16,493-1264,23.0,7.0,15.0
643241,2017-05-16,493-1264,24.0,7.0,30.0
643462,2017-05-16,493-1264,25.0,7.0,45.0
643683,2017-05-16,493-1264,25.0,8.0,0.0
643904,2017-05-16,493-1264,26.0,8.0,15.0
644125,2017-05-16,493-1264,28.0,8.0,30.0
644346,2017-05-16,493-1264,28.0,8.0,45.0
644567,2017-05-16,493-1264,28.0,9.0,0.0
644788,2017-05-16,493-1264,28.0,9.0,15.0
645009,2017-05-16,493-1264,28.0,9.0,30.0
645230,2017-05-16,493-1264,28.0,9.0,45.0
645451,2017-05-16,493-1264,28.0,10.0,0.0
645672,2017-05-16,493-1264,29.0,10.0,15.0
645893,2017-05-16,493-1264,28.0,10.0,30.0
646114,2017-05-16,493-1264,28.0,10.0,45.0
646335,2017-05-16,493-1264,28.0,11.0,0.0
646556,2017-05-16,493-1264,28.0,11.0,15.0
646777,2017-05-16,493-1264,30.0,11.0,30.0
646998,2017-05-16,493-1264,31.0,11.0,45.0
647219,2017-05-16,493-1264,31.0,12.0,0.0
647440,2017-05-16,493-1264,33.0,12.0,15.0
647661,2017-05-16,493-1264,31.0,12.0,30.0
647882,2017-05-16,493-1264,31.0,12.0,45.0
648103,2017-05-16,493-1264,31.0,13.0,0.0
648324,2017-05-16,493-1264,31.0,13.0,15.0
648545,2017-05-16,493-1264,31.0,13.0,30.0
648766,2017-05-16,493-1264,31.0,13.0,45.0
648987,2017-05-16,493-1264,32.0,14.0,0.0
649208,2017-05-16,493-1264,31.0,14.0,15.0
649429,2017-05-16,493-1264,32.0,14.0,30.0
649650,2017-05-16,493-1264,33.0,14.0,45.0
649871,2017-05-16,493-1264,31.0,15.0,0.0
650092,2017-05-16,493-1264,33.0,15.0,15.0
650313,2017-05-16,493-1264,33.0,15.0,30.0
650534,2017-05-16,493-1264,34.0,15.0,45.0
650755,2017-05-16,493-1264,34.0,16.0,0.0
650976,2017-05-16,493-1264,35.0,16.0,15.0
651197,2017-05-16,493-1264,35.0,16.0,30.0
651418,2017-05-16,493-1264,34.0,16.0,45.0
651639,2017-05-16,493-1264,33.0,17.0,0.0
651860,2017-05-16,493-1264,34.0,17.0,15.0
652081,2017-05-16,493-1264,34.0,17.0,30.0
652302,2017-05-16,493-1264,35.0,17.0,45.0
652523,2017-05-16,493-1264,35.0,18.0,0.0
652744,2017-05-16,493-1264,34.0,18.0,15.0
652965,2017-05-16,493-1264,34.0,18.0,30.0
653186,2017-05-16,493-1264,33.0,18.0,45.0
653407,2017-05-16,493-1264,33.0,19.0,0.0
653628,2017-05-16,493-1264,33.0,19.0,15.0
653849,2017-05-16,493-1264,32.0,19.0,30.0
654070,2017-05-16,493-1264,32.0,19.0,45.0
654291,2017-05-16,493-1264,30.0,20.0,0.0
654512,2017-05-16,493-1264,30.0,20.0,15.0
654733,2017-05-16,493-1264,28.0,20.0,30.0
654954,2017-05-16,493-1264,28.0,20.0,45.0
655175,2017-05-16,493-1264,27.0,21.0,0.0
655396,2017-05-16,493-1264,27.0,21.0,15.0
655617,2017-05-16,493-1264,27.0,21.0,30.0
655838,2017-05-16,493-1264,26.0,21.0,45.0
656059,2017-05-16,493-1264,26.0,22.0,0.0
656280,2017-05-16,493-1264,26.0,22.0,15.0
656501,2017-05-16,493-1264,25.0,22.0,30.0
656722,2017-05-16,493-1264,25.0,22.0,45.0
656943,2017-05-16,493-1264,25.0,23.0,0.0
657164,2017-05-16,493-1264,26.0,23.0,15.0
657385,2017-05-16,493-1264,26.0,23.0,30.0
657606,2017-05-16,493-1264,26.0,23.0,45.0
657827,2017-05-17,493-1264,25.0,0.0,0.0
658048,2017-05-17,493-1264,25.0,0.0,15.0
658269,2017-05-17,493-1264,24.0,0.0,30.0
658490,2017-05-17,493-1264,24.0,0.0,45.0
658711,2017-05-17,493-1264,23.0,1.0,0.0
658932,2017-05-17,493-1264,23.0,1.0,15.0
659153,2017-05-17,493-1264,23.0,1.0,30.0
659374,2017-05-17,493-1264,23.0,1.0,45.0
659595,2017-05-17,493-1264,22.0,2.0,0.0
659816,2017-05-17,493-1264,22.0,2.0,15.0
660037,2017-05-17,493-1264,22.0,2.0,30.0
660258,2017-05-17,493-1264,22.0,2.0,45.0
660479,2017-05-17,493-1264,21.0,3.0,0.0
660700,2017-05-17,493-1264,21.0,3.0,15.0
660921,2017-05-17,493-1264,20.0,3.0,30.0
661142,2017-05-17,493-1264,20.0,3.0,45.0
661363,2017-05-17,493-1264,20.0,4.0,0.0
661584,2017-05-17,493-1264,20.0,4.0,15.0
661805,2017-05-17,493-1264,20.0,4.0,30.0
662026,2017-05-17,493-1264,20.0,4.0,45.0
662247,2017-05-17,493-1264,20.0,5.0,0.0
662468,2017-05-17,493-1264,21.0,5.0,15.0
662689,2017-05-17,493-1264,21.0,5.0,30.0
662910,2017-05-17,493-1264,21.0,5.0,45.0
663131,2017-05-17,493-1264,21.0,6.0,0.0
663352,2017-05-17,493-1264,21.0,6.0,15.0
663573,2017-05-17,493-1264,21.0,6.0,30.0
663794,2017-05-17,493-1264,21.0,6.0,45.0
664015,2017-05-17,493-1264,22.0,7.0,0.0
664236,2017-05-17,493-1264,23.0,7.0,15.0
664457,2017-05-17,493-1264,23.0,7.0,30.0
664678,2017-05-17,493-1264,25.0,7.0,45.0
664899,2017-05-17,493-1264,26.0,8.0,0.0
665120,2017-05-17,493-1264,27.0,8.0,15.0
665341,2017-05-17,493-1264,27.0,8.0,30.0
665562,2017-05-17,493-1264,27.0,8.0,45.0
665783,2017-05-17,493-1264,28.0,9.0,0.0
666004,2017-05-17,493-1264,29.0,9.0,15.0
666225,2017-05-17,493-1264,28.0,9.0,30.0
666446,2017-05-17,493-1264,28.0,9.0,45.0
666667,2017-05-17,493-1264,27.0,10.0,0.0
666888,2017-05-17,493-1264,28.0,10.0,15.0
667109,2017-05-17,493-1264,29.0,10.0,30.0
667330,2017-05-17,493-1264,29.0,10.0,45.0
667551,2017-05-17,493-1264,29.0,11.0,0.0
667772,2017-05-17,493-1264,27.0,11.0,15.0
667993,2017-05-17,493-1264,28.0,11.0,30.0
668214,2017-05-17,493-1264,28.0,11.0,45.0
668435,2017-05-17,493-1264,28.0,12.0,0.0
668656,2017-05-17,493-1264,27.0,12.0,15.0
668877,2017-05-17,493-1264,27.0,12.0,30.0
669098,2017-05-17,493-1264,27.0,12.0,45.0
669319,2017-05-17,493-1264,27.0,13.0,0.0
669540,2017-05-17,493-1264,27.0,13.0,15.0
669761,2017-05-17,493-1264,28.0,13.0,30.0
669982,2017-05-17,493-1264,30.0,13.0,45.0
670203,2017-05-17,493-1264,30.0,14.0,0.0
670424,2017-05-17,493-1264,30.0,14.0,15.0
670645,2017-05-17,493-1264,30.0,14.0,30.0
670866,2017-05-17,493-1264,32.0,14.0,45.0
671087,2017-05-17,493-1264,31.0,15.0,0.0
671308,2017-05-17,493-1264,32.0,15.0,15.0
671529,2017-05-17,493-1264,32.0,15.0,30.0
671750,2017-05-17,493-1264,31.0,15.0,45.0
671971,2017-05-17,493-1264,31.0,16.0,0.0
672192,2017-05-17,493-1264,32.0,16.0,15.0
672413,2017-05-17,493-1264,33.0,16.0,30.0
672634,2017-05-17,493-1264,33.0,16.0,45.0
672855,2017-05-17,493-1264,32.0,17.0,0.0
673076,2017-05-17,493-1264,31.0,17.0,15.0
673297,2017-05-17,493-1264,31.0,17.0,30.0
673518,2017-05-17,493-1264,32.0,17.0,45.0
673739,2017-05-17,493-1264,32.0,18.0,0.0
673960,2017-05-17,493-1264,34.0,18.0,15.0
674181,2017-05-17,493-1264,34.0,18.0,30.0
674402,2017-05-17,493-1264,34.0,18.0,45.0
674623,2017-05-17,493-1264,31.0,19.0,0.0
674844,2017-05-17,493-1264,29.0,19.0,15.0
675065,2017-05-17,493-1264,30.0,19.0,30.0
675286,2017-05-17,493-1264,30.0,19.0,45.0
675507,2017-05-17,493-1264,29.0,20.0,0.0
675728,2017-05-17,493-1264,28.0,20.0,15.0
675949,2017-05-17,493-1264,27.0,20.0,30.0
676170,2017-05-17,493-1264,27.0,20.0,45.0
676391,2017-05-17,493-1264,27.0,21.0,0.0
676612,2017-05-17,493-1264,27.0,21.0,15.0
676833,2017-05-17,493-1264,27.0,21.0,30.0
677054,2017-05-17,493-1264,26.0,21.0,45.0
677275,2017-05-17,493-1264,26.0,22.0,0.0
677496,2017-05-17,493-1264,26.0,22.0,15.0
677717,2017-05-17,493-1264,27.0,22.0,30.0
677938,2017-05-17,493-1264,26.0,22.0,45.0
678159,2017-05-17,493-1264,26.0,23.0,0.0
678380,2017-05-17,493-1264,26.0,23.0,15.0
678601,2017-05-17,493-1264,26.0,23.0,30.0
678822,2017-05-17,493-1264,25.0,23.0,45.0
679043,2017-05-18,493-1264,25.0,0.0,0.0
679264,2017-05-18,493-1264,25.0,0.0,15.0
679485,2017-05-18,493-1264,24.0,0.0,30.0
679706,2017-05-18,493-1264,24.0,0.0,45.0
679927,2017-05-18,493-1264,23.0,1.0,0.0
680148,2017-05-18,493-1264,23.0,1.0,15.0
680369,2017-05-18,493-1264,22.0,1.0,30.0
680590,2017-05-18,493-1264,22.0,1.0,45.0
680811,2017-05-18,493-1264,22.0,2.0,0.0
681032,2017-05-18,493-1264,22.0,2.0,15.0
681253,2017-05-18,493-1264,22.0,2.0,30.0
681474,2017-05-18,493-1264,21.0,2.0,45.0
681695,2017-05-18,493-1264,21.0,3.0,0.0
681916,2017-05-18,493-1264,21.0,3.0,15.0
682137,2017-05-18,493-1264,21.0,3.0,30.0
682358,2017-05-18,493-1264,21.0,3.0,45.0
682579,2017-05-18,493-1264,21.0,4.0,0.0
682800,2017-05-18,493-1264,20.0,4.0,15.0
683021,2017-05-18,493-1264,21.0,4.0,30.0
683242,2017-05-18,493-1264,21.0,4.0,45.0
683463,2017-05-18,493-1264,21.0,5.0,0.0
683684,2017-05-18,493-1264,21.0,5.0,15.0
683905,2017-05-18,493-1264,22.0,5.0,30.0
684126,2017-05-18,493-1264,22.0,5.0,45.0
684347,2017-05-18,493-1264,21.0,6.0,0.0
684568,2017-05-18,493-1264,21.0,6.0,15.0
684789,2017-05-18,493-1264,22.0,6.0,30.0
685010,2017-05-18,493-1264,22.0,6.0,45.0
685231,2017-05-18,493-1264,22.0,7.0,0.0
685452,2017-05-18,493-1264,24.0,7.0,15.0
685673,2017-05-18,493-1264,24.0,7.0,30.0
685894,2017-05-18,493-1264,24.0,7.0,45.0
686115,2017-05-18,493-1264,26.0,8.0,0.0
686336,2017-05-18,493-1264,27.0,8.0,15.0
686557,2017-05-18,493-1264,28.0,8.0,30.0
686778,2017-05-18,493-1264,28.0,8.0,45.0
686999,2017-05-18,493-1264,29.0,9.0,0.0
687220,2017-05-18,493-1264,28.0,9.0,15.0
687441,2017-05-18,493-1264,28.0,9.0,30.0
687662,2017-05-18,493-1264,28.0,9.0,45.0
687883,2017-05-18,493-1264,29.0,10.0,0.0
688104,2017-05-18,493-1264,28.0,10.0,15.0
688325,2017-05-18,493-1264,28.0,10.0,30.0
688546,2017-05-18,493-1264,29.0,10.0,45.0
688767,2017-05-18,493-1264,30.0,11.0,0.0
688988,2017-05-18,493-1264,29.0,11.0,15.0
689209,2017-05-18,493-1264,30.0,11.0,30.0
689430,2017-05-18,493-1264,30.0,11.0,45.0
689651,2017-05-18,493-1264,30.0,12.0,0.0
689872,2017-05-18,493-1264,30.0,12.0,15.0
690093,2017-05-18,493-1264,30.0,12.0,30.0
690314,2017-05-18,493-1264,30.0,12.0,45.0
690535,2017-05-18,493-1264,30.0,13.0,0.0
690756,2017-05-18,493-1264,30.0,13.0,15.0
690977,2017-05-18,493-1264,32.0,13.0,30.0
691198,2017-05-18,493-1264,32.0,13.0,45.0
691419,2017-05-18,493-1264,33.0,14.0,0.0
691640,2017-05-18,493-1264,33.0,14.0,15.0
691861,2017-05-18,493-1264,32.0,14.0,30.0
692082,2017-05-18,493-1264,32.0,14.0,45.0
692303,2017-05-18,493-1264,32.0,15.0,0.0
692524,2017-05-18,493-1264,32.0,15.0,15.0
692745,2017-05-18,493-1264,33.0,15.0,30.0
692966,2017-05-18,493-1264,33.0,15.0,45.0
693187,2017-05-18,493-1264,33.0,16.0,0.0
693408,2017-05-18,493-1264,33.0,16.0,15.0
693629,2017-05-18,493-1264,33.0,16.0,30.0
693850,2017-05-18,493-1264,33.0,16.0,45.0
694071,2017-05-18,493-1264,33.0,17.0,0.0
694292,2017-05-18,493-1264,33.0,17.0,15.0
694513,2017-05-18,493-1264,33.0,17.0,30.0
694734,2017-05-18,493-1264,33.0,17.0,45.0
694955,2017-05-18,493-1264,33.0,18.0,0.0
695176,2017-05-18,493-1264,35.0,18.0,15.0
695397,2017-05-18,493-1264,35.0,18.0,30.0
695618,2017-05-18,493-1264,34.0,18.0,45.0
695839,2017-05-18,493-1264,33.0,19.0,0.0
696060,2017-05-18,493-1264,31.0,19.0,15.0
696281,2017-05-18,493-1264,30.0,19.0,30.0
696502,2017-05-18,493-1264,30.0,19.0,45.0
696723,2017-05-18,493-1264,29.0,20.0,0.0
696944,2017-05-18,493-1264,29.0,20.0,15.0
697165,2017-05-18,493-1264,28.0,20.0,30.0
697386,2017-05-18,493-1264,27.0,20.0,45.0
697607,2017-05-18,493-1264,27.0,21.0,0.0
697828,2017-05-18,493-1264,27.0,21.0,15.0
698049,2017-05-18,493-1264,27.0,21.0,30.0
698270,2017-05-18,493-1264,26.0,21.0,45.0
698491,2017-05-18,493-1264,26.0,22.0,0.0
698712,2017-05-18,493-1264,26.0,22.0,15.0
698933,2017-05-18,493-1264,27.0,22.0,30.0
699154,2017-05-18,493-1264,27.0,22.0,45.0
699375,2017-05-18,493-1264,27.0,23.0,0.0
699596,2017-05-18,493-1264,26.0,23.0,15.0
699817,2017-05-18,493-1264,28.0,23.0,30.0
700038,2017-05-18,493-1264,28.0,23.0,45.0
700259,2017-05-19,493-1264,27.0,0.0,0.0
700480,2017-05-19,493-1264,26.0,0.0,15.0
700701,2017-05-19,493-1264,25.0,0.0,30.0
700922,2017-05-19,493-1264,24.0,0.0,45.0
701143,2017-05-19,493-1264,24.0,1.0,0.0
701364,2017-05-19,493-1264,23.0,1.0,15.0
701585,2017-05-19,493-1264,22.0,1.0,30.0
701806,2017-05-19,493-1264,22.0,1.0,45.0
702027,2017-05-19,493-1264,22.0,2.0,0.0
702248,2017-05-19,493-1264,21.0,2.0,15.0
702469,2017-05-19,493-1264,21.0,2.0,30.0
702690,2017-05-19,493-1264,21.0,2.0,45.0
702911,2017-05-19,493-1264,21.0,3.0,0.0
703132,2017-05-19,493-1264,21.0,3.0,15.0
703353,2017-05-19,493-1264,20.0,3.0,30.0
703574,2017-05-19,493-1264,21.0,3.0,45.0
703795,2017-05-19,493-1264,21.0,4.0,0.0
704016,2017-05-19,493-1264,21.0,4.0,15.0
704237,2017-05-19,493-1264,20.0,4.0,30.0
704458,2017-05-19,493-1264,21.0,4.0,45.0
704679,2017-05-19,493-1264,22.0,5.0,0.0
704900,2017-05-19,493-1264,22.0,5.0,15.0
705121,2017-05-19,493-1264,23.0,5.0,30.0
705342,2017-05-19,493-1264,22.0,5.0,45.0
705563,2017-05-19,493-1264,21.0,6.0,0.0
705784,2017-05-19,493-1264,21.0,6.0,15.0
706005,2017-05-19,493-1264,22.0,6.0,30.0
706226,2017-05-19,493-1264,22.0,6.0,45.0
706447,2017-05-19,493-1264,22.0,7.0,0.0
706668,2017-05-19,493-1264,23.0,7.0,15.0
706889,2017-05-19,493-1264,23.0,7.0,30.0
707110,2017-05-19,493-1264,25.0,7.0,45.0
707331,2017-05-19,493-1264,27.0,8.0,0.0
707552,2017-05-19,493-1264,27.0,8.0,15.0
707773,2017-05-19,493-1264,28.0,8.0,30.0
707994,2017-05-19,493-1264,28.0,8.0,45.0
708215,2017-05-19,493-1264,27.0,9.0,0.0
708436,2017-05-19,493-1264,28.0,9.0,15.0
708657,2017-05-19,493-1264,28.0,9.0,30.0
708878,2017-05-19,493-1264,28.0,9.0,45.0
709099,2017-05-19,493-1264,28.0,10.0,0.0
709320,2017-05-19,493-1264,29.0,10.0,15.0
709541,2017-05-19,493-1264,30.0,10.0,30.0
709762,2017-05-19,493-1264,30.0,10.0,45.0
709983,2017-05-19,493-1264,28.0,11.0,0.0
710204,2017-05-19,493-1264,29.0,11.0,15.0
710425,2017-05-19,493-1264,30.0,11.0,30.0
710646,2017-05-19,493-1264,31.0,11.0,45.0
710867,2017-05-19,493-1264,31.0,12.0,0.0
711088,2017-05-19,493-1264,32.0,12.0,15.0
711309,2017-05-19,493-1264,31.0,12.0,30.0
711530,2017-05-19,493-1264,31.0,12.0,45.0
711751,2017-05-19,493-1264,31.0,13.0,0.0
711972,2017-05-19,493-1264,32.0,13.0,15.0
712193,2017-05-19,493-1264,33.0,13.0,30.0
712414,2017-05-19,493-1264,33.0,13.0,45.0
712635,2017-05-19,493-1264,33.0,14.0,0.0
712856,2017-05-19,493-1264,32.0,14.0,15.0
713077,2017-05-19,493-1264,32.0,14.0,30.0
713298,2017-05-19,493-1264,32.0,14.0,45.0
713519,2017-05-19,493-1264,33.0,15.0,0.0
713740,2017-05-19,493-1264,33.0,15.0,15.0
713961,2017-05-19,493-1264,33.0,15.0,30.0
714182,2017-05-19,493-1264,34.0,15.0,45.0
714403,2017-05-19,493-1264,34.0,16.0,0.0
714624,2017-05-19,493-1264,35.0,16.0,15.0
714845,2017-05-19,493-1264,35.0,16.0,30.0
715066,2017-05-19,493-1264,36.0,16.0,45.0
715287,2017-05-19,493-1264,37.0,17.0,0.0
715508,2017-05-19,493-1264,37.0,17.0,15.0
715729,2017-05-19,493-1264,35.0,17.0,30.0
715950,2017-05-19,493-1264,35.0,17.0,45.0
716171,2017-05-19,493-1264,35.0,18.0,0.0
716392,2017-05-19,493-1264,36.0,18.0,15.0
716613,2017-05-19,493-1264,34.0,18.0,30.0
716834,2017-05-19,493-1264,33.0,18.0,45.0
717055,2017-05-19,493-1264,33.0,19.0,0.0
717276,2017-05-19,493-1264,32.0,19.0,15.0
717497,2017-05-19,493-1264,31.0,19.0,30.0
717718,2017-05-19,493-1264,32.0,19.0,45.0
717939,2017-05-19,493-1264,33.0,20.0,0.0
718160,2017-05-19,493-1264,33.0,20.0,15.0
718381,2017-05-19,493-1264,33.0,20.0,30.0
718602,2017-05-19,493-1264,30.0,20.0,45.0
718823,2017-05-19,493-1264,30.0,21.0,0.0
719044,2017-05-19,493-1264,30.0,21.0,15.0
719265,2017-05-19,493-1264,29.0,21.0,30.0
719486,2017-05-19,493-1264,28.0,21.0,45.0
719707,2017-05-19,493-1264,28.0,22.0,0.0
719928,2017-05-19,493-1264,27.0,22.0,15.0
720149,2017-05-19,493-1264,27.0,22.0,30.0
720370,2017-05-19,493-1264,27.0,22.0,45.0
720591,2017-05-19,493-1264,27.0,23.0,0.0
720812,2017-05-19,493-1264,26.0,23.0,15.0
721033,2017-05-19,493-1264,28.0,23.0,30.0
721254,2017-05-19,493-1264,27.0,23.0,45.0
721475,2017-05-20,493-1264,27.0,0.0,0.0
721696,2017-05-20,493-1264,26.0,0.0,15.0
721917,2017-05-20,493-1264,26.0,0.0,30.0
722138,2017-05-20,493-1264,25.0,0.0,45.0
722359,2017-05-20,493-1264,25.0,1.0,0.0
722580,2017-05-20,493-1264,24.0,1.0,15.0
722801,2017-05-20,493-1264,25.0,1.0,30.0
723022,2017-05-20,493-1264,24.0,1.0,45.0
723243,2017-05-20,493-1264,25.0,2.0,0.0
723464,2017-05-20,493-1264,24.0,2.0,15.0
723685,2017-05-20,493-1264,24.0,2.0,30.0
723906,2017-05-20,493-1264,24.0,2.0,45.0
724127,2017-05-20,493-1264,23.0,3.0,0.0
724348,2017-05-20,493-1264,23.0,3.0,15.0
724569,2017-05-20,493-1264,22.0,3.0,30.0
724790,2017-05-20,493-1264,22.0,3.0,45.0
725011,2017-05-20,493-1264,22.0,4.0,0.0
725232,2017-05-20,493-1264,22.0,4.0,15.0
725453,2017-05-20,493-1264,22.0,4.0,30.0
725674,2017-05-20,493-1264,22.0,4.0,45.0
725895,2017-05-20,493-1264,22.0,5.0,0.0
726116,2017-05-20,493-1264,22.0,5.0,15.0
726337,2017-05-20,493-1264,22.0,5.0,30.0
726558,2017-05-20,493-1264,22.0,5.0,45.0
726779,2017-05-20,493-1264,22.0,6.0,0.0
727000,2017-05-20,493-1264,22.0,6.0,15.0
727221,2017-05-20,493-1264,20.0,6.0,30.0
727442,2017-05-20,493-1264,21.0,6.0,45.0
727663,2017-05-20,493-1264,21.0,7.0,0.0
727884,2017-05-20,493-1264,22.0,7.0,15.0
728105,2017-05-20,493-1264,22.0,7.0,30.0
728326,2017-05-20,493-1264,22.0,7.0,45.0
728547,2017-05-20,493-1264,24.0,8.0,0.0
728768,2017-05-20,493-1264,23.0,8.0,15.0
728989,2017-05-20,493-1264,23.0,8.0,30.0
729210,2017-05-20,493-1264,25.0,8.0,45.0
729431,2017-05-20,493-1264,25.0,9.0,0.0
729652,2017-05-20,493-1264,26.0,9.0,15.0
729873,2017-05-20,493-1264,26.0,9.0,30.0
730094,2017-05-20,493-1264,25.0,9.0,45.0
730315,2017-05-20,493-1264,26.0,10.0,0.0
730536,2017-05-20,493-1264,27.0,10.0,15.0
730757,2017-05-20,493-1264,27.0,10.0,30.0
730978,2017-05-20,493-1264,26.0,10.0,45.0
731199,2017-05-20,493-1264,26.0,11.0,0.0
731420,2017-05-20,493-1264,28.0,11.0,15.0
731641,2017-05-20,493-1264,27.0,11.0,30.0
731862,2017-05-20,493-1264,27.0,11.0,45.0
732083,2017-05-20,493-1264,28.0,12.0,0.0
732304,2017-05-20,493-1264,27.0,12.0,15.0
732525,2017-05-20,493-1264,27.0,12.0,30.0
732746,2017-05-20,493-1264,27.0,12.0,45.0
732967,2017-05-20,493-1264,28.0,13.0,0.0
733188,2017-05-20,493-1264,28.0,13.0,15.0
733409,2017-05-20,493-1264,28.0,13.0,30.0
733630,2017-05-20,493-1264,29.0,13.0,45.0
733851,2017-05-20,493-1264,28.0,14.0,0.0
734072,2017-05-20,493-1264,28.0,14.0,15.0
734293,2017-05-20,493-1264,29.0,14.0,30.0
734514,2017-05-20,493-1264,29.0,14.0,45.0
734735,2017-05-20,493-1264,30.0,15.0,0.0
734956,2017-05-20,493-1264,31.0,15.0,15.0
735177,2017-05-20,493-1264,32.0,15.0,30.0
735398,2017-05-20,493-1264,31.0,15.0,45.0
735619,2017-05-20,493-1264,31.0,16.0,0.0
735840,2017-05-20,493-1264,31.0,16.0,15.0
736061,2017-05-20,493-1264,30.0,16.0,30.0
736282,2017-05-20,493-1264,31.0,16.0,45.0
736503,2017-05-20,493-1264,32.0,17.0,0.0
736724,2017-05-20,493-1264,32.0,17.0,15.0
736945,2017-05-20,493-1264,34.0,17.0,30.0
737166,2017-05-20,493-1264,32.0,17.0,45.0
737387,2017-05-20,493-1264,31.0,18.0,0.0
737608,2017-05-20,493-1264,32.0,18.0,15.0
737829,2017-05-20,493-1264,31.0,18.0,30.0
738050,2017-05-20,493-1264,31.0,18.0,45.0
738271,2017-05-20,493-1264,30.0,19.0,0.0
738492,2017-05-20,493-1264,30.0,19.0,15.0
738713,2017-05-20,493-1264,30.0,19.0,30.0
738934,2017-05-20,493-1264,30.0,19.0,45.0
739155,2017-05-20,493-1264,30.0,20.0,0.0
739376,2017-05-20,493-1264,28.0,20.0,15.0
739597,2017-05-20,493-1264,28.0,20.0,30.0
